perfil;documento;cnpj_basico;uf;municipio_ibge;cultura_referencia;divida_ativa_total;divida_ativa_ajuizada;n_inscricoes;delta_divida_2_trimestres;flag_divida_previdenciaria;flag_divida_fgts;idade_empresa_meses;capital_social;porte;natureza_juridica;situacao_cadastral;flag_situacao_irregular;cnae_principal;flag_cnae_agro;n_filiais;n_socios;n_empresas_do_socio;n_empresas_do_socio_com_divida_ativa;n_empresas_do_socio_inaptas;n_autos_infracao;valor_multas_ambientais;flag_embargo_ativo;area_embargada_ha;volume_credito_rural_municipio;n_contratos_municipio;ticket_medio_municipio;credito_por_hectare_municipio;acionamentos_proagro_municipio;produtividade_municipal_cultura;desvio_produtividade_vs_media_5a;area_plantada_municipio_cultura;precipitacao_acumulada_ciclo;precipitacao_vs_normal_climatologica;dias_secos_consecutivos_max;anomalia_na_fase_critica;n_protestos_ativos;valor_total_protestado;dias_desde_protesto_mais_recente;n_cartorios_distintos;alvo_sintetico
limpo;42342289000177;42342289;PI;3137869;soja;0.0;0.0;0;0.0;False;False;388;163926.67;03;2054;02;False;0311601;True;0;4;1;1;0;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
divida_ativa;22549425000197;22549425;TO;1628136;soja;25233.07;4324.53;8;9494.29;False;True;103;145914.68;05;2062;02;False;0116401;True;0;8;1;1;0;0;0.0;False;0.0;22713744.04;630;36053.56;4855.95;;;;;;;;;0;0.0;;0;0
situacao_irregular;85633013000150;85633013;MG;2246509;soja;152504.62;125159.13;7;67574.79;True;False;404;204407.95;05;4014;08;True;0210101;True;0;3;1;0;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;1
limpo;20202996000125;20202996;MT;3486350;soja;0.0;0.0;0;0.0;False;False;36;19707.66;03;2054;02;False;0116401;True;0;7;2;1;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;;;;;0
limpo;93029219000102;93029219;GO;3763424;soja;0.0;0.0;0;0.0;False;False;163;15054.73;05;2054;02;False;0210101;True;0;2;0;0;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;0;0.0;;0;0
limpo;46207439000190;46207439;RS;5323473;soja;0.0;0.0;0;0.0;False;False;423;346853.81;05;2062;02;False;0311601;True;0;6;1;1;0;0;0.0;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
divida_ativa;85099723000142;85099723;MS;2167433;soja;72103.29;12227.49;7;-11853.68;True;True;155;1169114.35;03;2240;02;False;0133403;True;1;6;0;0;0;0;0.0;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;0
divida_ativa;76545476000170;76545476;RS;2897684;soja;94719.0;12833.43;1;43481.59;True;False;343;27577.94;05;4014;02;False;0113000;True;0;4;0;0;0;0;0.0;False;0.0;25576731.08;1000;25576.73;5293.87;;3022.4;-0.1789;34484.31;791.9;0.1416;23;-0.3386;;;;;0
grupo_societario;52833932000119;52833932;MT;4952487;soja;0.0;0.0;0;0.0;False;False;339;377155.09;03;2240;02;False;0121101;True;0;4;18;18;8;0;0.0;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;71957885000160;71957885;MT;3047606;soja;0.0;0.0;0;0.0;False;False;424;110937.74;03;2135;02;False;0151201;True;0;7;1;1;0;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;0
limpo;63795149000124;63795149;GO;3838683;soja;0.0;0.0;0;0.0;False;False;374;71678.54;05;4014;02;False;0311601;True;0;2;2;0;0;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
limpo;92232236000171;92232236;MT;5020745;soja;2633.4;2096.79;2;-767.8;True;False;537;3461.88;05;4014;02;False;0311601;True;0;6;2;1;1;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;;;;;0
divida_ativa;30232642000187;30232642;MT;1342092;soja;10065.61;864.18;3;-214.77;True;False;539;213737.11;03;2240;02;False;0133403;True;0;8;0;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;25446483000183;25446483;TO;5373788;soja;27936.34;6814.04;3;3953.78;True;True;479;64820.55;01;2054;02;False;0113000;True;0;7;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
situacao_irregular;70340936000147;70340936;TO;2625906;soja;0.0;0.0;0;0.0;False;False;70;8856.51;05;2135;08;True;0210101;True;0;8;0;0;0;4;16862.44;False;0.0;7076252.67;3896;1816.29;5129.4;;4004.9;-0.3294;61983.79;1163.5;-0.1957;26;-0.2281;;;;;1
passivo_ambiental_auto;80828710000143;80828710;GO;3763424;soja;0.0;0.0;0;0.0;False;False;122;21616.3;05;2135;02;False;0151201;True;1;2;1;0;0;10;2114035.91;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;;;;;1
limpo;60104292000134;60104292;TO;5373788;soja;0.0;0.0;0;0.0;False;False;439;519707.88;05;2135;02;False;0220901;True;0;5;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;58189421000192;58189421;RS;5323473;soja;0.0;0.0;0;0.0;False;False;523;2154634.43;05;2054;02;False;0121101;True;0;7;0;0;0;0;0.0;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
limpo;21095863000160;21095863;RS;5323473;soja;0.0;0.0;0;0.0;False;False;556;81174.28;05;2054;02;False;0220901;True;0;2;0;0;0;0;0.0;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
passivo_ambiental_auto;59239353000191;59239353;MA;1849363;soja;0.0;0.0;0;0.0;False;False;441;4472786.59;01;2135;02;False;0151201;True;1;1;0;0;0;13;15482.49;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
passivo_ambiental_auto;25755285000100;25755285;RS;5323473;soja;0.0;0.0;0;0.0;False;False;365;310866.68;05;4014;02;False;0121101;True;0;3;0;0;0;4;199542.23;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
limpo;47726592000197;47726592;RS;4372021;soja;0.0;0.0;0;0.0;False;False;532;6012.73;05;2062;02;False;0113000;True;2;7;2;0;1;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
divida_ativa;27809465000144;27809465;GO;2092240;soja;24840.88;9755.03;3;4022.74;True;True;468;652915.01;01;2062;02;False;0121101;True;0;5;2;2;1;0;0.0;False;0.0;3025600.14;2445;1237.46;6478.28;;;;;;;;;;;;;0
limpo;10331931000126;10331931;GO;2856025;soja;0.0;0.0;0;0.0;False;False;372;1319612.85;03;2135;02;False;0121101;True;1;8;0;0;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;0
limpo;87568940000160;87568940;GO;2631798;soja;0.0;0.0;0;0.0;False;False;53;11644.82;01;2054;02;False;0115600;True;0;3;1;1;0;0;0.0;False;0.0;14413700.4;13;1108746.18;6417.73;;3194.9;-0.0821;19788.09;1403.2;-0.2716;20;0.8262;;;;;1
limpo;27705074000180;27705074;MT;3486350;soja;0.0;0.0;0;0.0;False;False;90;10421.94;01;2062;02;False;0121101;True;0;4;1;1;0;0;0.0;False;0.0;65163087.4;3987;16343.89;5719.93;;2279.5;0.0795;14132.81;;;;;5;311522.01;100;1;1
limpo;40358823000108;40358823;PR;4542087;soja;0.0;0.0;0;0.0;False;False;438;85372.22;01;2054;02;False;0111301;True;0;2;0;0;0;0;0.0;False;0.0;2139970.45;3795;563.89;4484.0;;;;;;;;;;;;;0
situacao_irregular;28405182000108;28405182;MT;4091416;soja;0.0;0.0;0;0.0;False;False;76;23569.7;05;4014;04;True;0115600;True;0;3;0;0;0;0;0.0;False;0.0;9930345.71;3827;2594.81;2854.45;;2593.6;0.1175;64737.72;;;;;;;;;0
limpo;30317091000154;30317091;SP;4469177;soja;0.0;0.0;0;0.0;False;False;108;334896.48;05;2054;02;False;0210101;True;2;6;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;90664728000100;90664728;TO;2599733;soja;0.0;0.0;0;0.0;False;False;314;381297.31;01;4014;02;False;0311601;True;0;7;2;1;0;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;6;596341.76;509;2;1
limpo;19531069000170;19531069;GO;2856025;soja;0.0;0.0;0;0.0;False;False;436;10644.37;03;4014;02;False;0113000;True;1;2;1;0;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;1
limpo;18115992000168;18115992;SP;4469177;soja;0.0;0.0;0;0.0;False;False;431;32569.0;05;4014;02;False;0220901;True;0;5;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
grupo_societario;30854365000144;30854365;SP;4469177;soja;0.0;0.0;0;0.0;False;False;73;438520.26;03;2054;02;False;0116401;True;0;2;23;13;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;99399687000147;99399687;GO;3838683;soja;0.0;0.0;0;0.0;False;False;17;2027227.93;05;4014;02;False;0151201;True;0;3;0;0;0;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;5;720704.83;802;2;0
divida_ativa;13940129000121;13940129;PR;4374686;soja;41125.5;23715.09;2;3985.8;False;True;176;356631.84;03;2135;02;False;0151201;True;1;2;1;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;1
limpo;73319171000151;73319171;MA;1813278;soja;0.0;0.0;0;0.0;False;False;435;226290.34;05;2240;02;False;0151201;True;1;6;0;0;0;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
situacao_irregular;34071191000102;34071191;PA;3572518;soja;0.0;0.0;0;0.0;False;False;295;742476.48;03;2240;03;True;0111301;True;0;1;1;1;0;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;2;9259.33;640;1;0
grupo_societario;36229153000152;36229153;MT;1342092;soja;0.0;0.0;0;0.0;False;False;30;95755.66;01;4014;02;False;0210101;True;0;1;10;5;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
passivo_ambiental_auto;51273379000144;51273379;MS;2167433;soja;0.0;0.0;0;0.0;False;False;151;147319.63;01;4014;02;False;0121101;True;0;6;2;1;0;4;38149.81;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;0
limpo;62928934000145;62928934;BA;3889457;soja;0.0;0.0;0;0.0;False;False;304;160598.85;03;2240;02;False;0210101;True;0;4;1;0;0;0;0.0;False;0.0;;;;;;3266.5;0.0304;5248.27;1073.2;0.0666;5;0.3658;;;;;0
limpo;24181143000105;24181143;MT;1342092;soja;0.0;0.0;0;0.0;False;False;218;936170.62;03;2240;02;False;0133403;True;0;2;1;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
passivo_ambiental_auto;90973889000186;90973889;TO;5373788;soja;244242.04;11955.8;5;-22437.68;False;True;420;1991796.68;03;4014;02;False;0220901;True;0;8;1;0;0;6;150734.19;False;0.0;;;;;;;;;;;;;;;;;0
limpo;63765180000112;63765180;BA;1287110;soja;0.0;0.0;0;0.0;False;False;82;287584.44;01;2062;02;False;0116401;True;1;8;2;0;0;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;6;57111.93;46;2;1
limpo;63015826000144;63015826;RS;4372021;soja;0.0;0.0;0;0.0;False;False;197;40255.59;03;2240;02;False;0133403;True;1;1;1;0;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
limpo;21773787000102;21773787;MT;3047606;soja;0.0;0.0;0;0.0;False;False;261;17521.11;01;2054;02;False;0210101;True;0;8;0;0;0;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;0
limpo;62127652000149;62127652;RS;4372021;soja;0.0;0.0;0;0.0;False;False;293;14710.39;01;2054;02;False;0220901;True;0;4;2;0;0;4;91818.59;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;4;91419.22;838;3;1
limpo;62133188000101;62133188;BA;1287110;soja;0.0;0.0;0;0.0;False;False;373;265783.31;05;2240;02;False;0311601;True;0;4;0;0;0;0;0.0;False;0.0;7170659.32;281;25518.36;5970.35;;3173.5;-0.0805;35165.31;;;;;;;;;0
limpo;33562830000161;33562830;GO;2856025;soja;0.0;0.0;0;0.0;False;False;495;142464.14;01;2240;02;False;0311601;True;0;3;0;0;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;0
situacao_irregular;53431355000100;53431355;MT;4952487;soja;76560.72;73541.07;6;20183.73;False;False;350;4747.87;03;2240;03;True;0113000;True;2;7;0;0;0;0;0.0;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;33381086000107;33381086;GO;2856025;soja;0.0;0.0;0;0.0;False;False;185;19308.15;03;2135;02;False;0113000;True;0;7;2;2;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;0
situacao_irregular;92058189000191;92058189;MT;4881066;soja;0.0;0.0;0;0.0;False;False;249;1529066.85;03;2240;03;True;0113000;True;0;2;1;1;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;1
limpo;19099261000139;19099261;SP;4469177;soja;0.0;0.0;0;0.0;False;False;435;8663643.05;03;2054;02;False;0210101;True;0;2;2;1;0;0;0.0;False;0.0;;;;;;;;;;;;;1;16442.59;465;1;0
limpo;52777459000108;52777459;GO;3355082;soja;0.0;0.0;0;0.0;False;False;82;3699.65;01;2240;02;False;0311601;True;2;8;1;0;0;0;0.0;False;0.0;344902.69;1555;221.8;1341.28;;3426.5;-0.1292;14743.52;1302.6;0.1067;12;-0.0223;;;;;0
limpo;68277389000150;68277389;SP;1144522;soja;0.0;0.0;0;0.0;False;False;559;55145.44;03;2240;02;False;0151201;True;0;1;0;0;0;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
passivo_ambiental_auto;30614492000176;30614492;MT;3047606;soja;11656.86;5599.12;2;-3257.06;True;True;89;361505.63;03;2062;02;False;0151201;True;1;8;0;0;0;11;4781.6;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;1
limpo;59797531000108;59797531;MA;1849363;soja;0.0;0.0;0;0.0;False;False;275;217951.48;01;2240;02;False;0311601;True;0;2;1;0;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;6;637.5;606;1;0
passivo_ambiental_auto;66187845000146;66187845;MS;2167433;soja;0.0;0.0;0;0.0;False;False;247;49054.54;03;2240;02;False;0111301;True;0;1;2;2;0;14;1041861.43;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;0
grupo_societario;35867257000120;35867257;SP;1144522;soja;0.0;0.0;0;0.0;False;False;157;1612367.79;05;2240;02;False;0210101;True;1;2;24;2;6;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
limpo;47071046000165;47071046;MT;3047606;soja;0.0;0.0;0;0.0;False;False;541;216277.21;01;2135;02;False;0311601;True;0;2;0;0;0;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;0
divida_ativa;48398732000108;48398732;RS;4372021;soja;19001.99;5019.12;8;2995.07;False;True;418;900451.29;05;2054;02;False;0115600;True;0;6;1;0;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
situacao_irregular;12715612000140;12715612;MG;2246509;soja;0.0;0.0;0;0.0;False;False;106;1391123.47;01;2135;04;True;0151201;True;2;8;1;1;0;0;0.0;False;0.0;18573077.57;406;45746.5;1183.29;;3809.0;-0.3511;358203.19;;;;;;;;;0
limpo;35224301000183;35224301;GO;3838683;soja;0.0;0.0;0;0.0;False;False;388;482867.17;01;2062;02;False;0151201;True;0;7;1;0;0;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
passivo_ambiental_auto;43486016000169;43486016;TO;1926828;soja;6375.93;1746.86;8;663.74;False;True;37;201220.14;03;2135;02;False;0133403;True;0;6;0;0;0;6;910212.35;False;0.0;1592038.63;3955;402.54;2086.07;;2103.1;-0.0625;2779.51;847.2;0.0075;25;0.3455;;;;;1
divida_ativa;22132198000108;22132198;PI;1498259;soja;1294952.8;277532.45;4;282175.28;False;True;425;564872.57;05;2062;02;False;0115600;True;0;3;1;0;0;0;0.0;False;0.0;5961831.05;452;13189.89;2292.48;;3510.9;-0.3402;43788.4;;;;;;;;;1
passivo_ambiental_auto;50998106000102;50998106;GO;3838683;soja;0.0;0.0;0;0.0;False;False;363;49589.91;03;4014;02;False;0311601;True;0;2;2;0;1;11;128683.35;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
limpo;50060760000162;50060760;GO;3838683;soja;0.0;0.0;0;0.0;False;False;289;145973.64;05;2240;02;False;0116401;True;0;4;1;0;0;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
limpo;13416548000169;13416548;PA;3572518;soja;0.0;0.0;0;0.0;False;False;42;3567902.29;05;4014;02;False;0116401;True;0;4;1;1;0;0;0.0;False;0.0;8421494.89;3910;2153.84;5580.08;;;;;;;;;;;;;0
passivo_ambiental_auto;84926784000173;84926784;SP;1144522;soja;0.0;0.0;0;0.0;False;False;193;8452681.54;05;2062;02;False;0116401;True;0;5;0;0;0;8;22112.02;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
limpo;88593968000110;88593968;MT;4872493;soja;0.0;0.0;0;0.0;False;False;78;52569.66;01;2054;02;False;0220901;True;0;1;1;0;0;0;0.0;False;0.0;12871579.85;766;16803.63;1283.72;;2678.2;-0.0379;315502.18;1164.2;-0.4814;30;-0.3935;1;35607.28;353;1;0
limpo;34207075000160;34207075;BA;3797806;soja;0.0;0.0;0;0.0;False;False;65;821583.75;01;4014;02;False;0113000;True;0;2;2;0;1;0;0.0;False;0.0;4577751.8;3577;1279.77;1116.86;;3266.8;-0.1381;29664.1;1160.2;-0.1501;25;-0.5722;;;;;0
limpo;74075580000112;74075580;PI;4630374;soja;0.0;0.0;0;0.0;False;False;335;188280.9;05;2135;02;False;0115600;True;0;4;0;0;0;0;0.0;False;0.0;13048266.74;1086;12014.98;3730.29;;4454.7;0.2245;24466.93;1518.2;0.2463;22;-0.0198;;;;;0
limpo;23785264000101;23785264;MT;5020745;soja;0.0;0.0;0;0.0;False;False;303;19643.43;05;2240;02;False;0121101;True;1;3;0;0;0;0;0.0;False;0.0;16832610.2;2938;5729.28;2659.43;;2865.5;-0.0685;23248.53;1087.1;-0.1985;10;0.5319;2;49316.91;504;2;0
grupo_societario;64142310000123;64142310;SP;1144522;soja;49311.02;6073.24;1;7.59;False;False;55;265360.83;05;2062;02;False;0111301;True;0;1;7;0;0;0;0.0;False;0.0;22685314.17;3452;6571.64;4478.12;;3859.7;-0.1003;15013.11;975.4;-0.3231;19;-0.3987;;;;;0
limpo;43921959000172;43921959;MS;2167433;soja;0.0;0.0;0;0.0;False;False;436;41151.82;03;4014;02;False;0311601;True;0;7;2;0;0;0;0.0;False;0.0;45698908.98;37;1235105.65;4640.03;;3388.1;-0.041;1178.06;747.3;0.3091;29;-0.1134;;;;;0
limpo;91738839000187;91738839;PI;3137869;soja;0.0;0.0;0;0.0;False;False;425;16659.56;03;2135;02;False;0115600;True;0;4;2;2;1;0;0.0;False;0.0;10177003.44;1015;10026.6;5071.94;;2744.9;-0.3095;14240.48;640.1;0.0766;0;0.6749;;;;;0
limpo;21945758000172;21945758;MA;1813278;soja;0.0;0.0;0;0.0;False;False;529;2717177.07;03;2135;02;False;0133403;True;3;5;2;1;1;0;0.0;False;0.0;;;;;;3988.3;0.1576;4152.02;852.3;0.0456;18;-0.0187;;;;;0
passivo_ambiental_auto;48999266000116;48999266;MT;4952487;soja;0.0;0.0;0;0.0;False;False;52;718412.95;01;2135;02;False;0113000;True;0;8;2;2;1;6;170373.06;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;63720675000125;63720675;MT;4952487;soja;0.0;0.0;0;0.0;False;False;437;100745.96;05;2135;02;False;0111301;True;0;1;1;0;0;0;0.0;False;0.0;;;;;;4283.3;-0.0501;26781.4;1142.6;-0.1312;16;-0.1184;;;;;0
limpo;86362294000117;86362294;MT;1342092;soja;0.0;0.0;0;0.0;False;False;139;20216.59;03;2054;02;False;0115600;True;0;6;1;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
passivo_ambiental_auto;79672379000136;79672379;GO;3763424;soja;0.0;0.0;0;0.0;False;False;260;227303.57;03;2240;02;False;0121101;True;0;1;2;0;0;10;9486.77;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;3;28279.68;893;1;1
limpo;54411953000171;54411953;GO;2856025;soja;0.0;0.0;0;0.0;False;False;246;1101831.79;05;2054;02;False;0111301;True;1;8;0;0;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;;;;;0
divida_ativa;12384932000164;12384932;GO;2856025;soja;113739.74;62454.35;2;37923.86;False;False;526;13906.01;03;2240;02;False;0210101;True;1;4;1;1;0;0;0.0;False;0.0;4215365.78;477;8837.24;5811.42;;1816.6;-0.0367;157568.54;1022.2;-0.0563;11;-0.2071;4;13017.99;788;3;0
limpo;70737878000190;70737878;GO;3763424;soja;0.0;0.0;0;0.0;False;False;304;31069.93;01;2062;02;False;0113000;True;0;7;0;0;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;0;0.0;;0;0
limpo;62733674000152;62733674;TO;1926828;soja;0.0;0.0;0;0.0;False;False;430;104607.66;01;4014;02;False;0111301;True;1;8;0;0;0;0;0.0;False;0.0;1592038.63;3955;402.54;2086.07;;2103.1;-0.0625;2779.51;847.2;0.0075;25;0.3455;;;;;0
grupo_societario;28070539000136;28070539;MT;1342092;soja;0.0;0.0;0;0.0;False;False;500;3421270.59;01;4014;02;False;0113000;True;0;3;4;0;1;9;18263.72;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
situacao_irregular;77660514000106;77660514;GO;3838683;soja;0.0;0.0;0;0.0;False;False;357;1399374.47;01;2135;04;True;0121101;True;0;5;2;2;1;0;0.0;False;0.0;8577457.59;2126;4034.55;3501.48;;;;;;;;;;;;;0
limpo;36962876000166;36962876;MT;3047606;soja;0.0;0.0;0;0.0;False;False;188;122523.55;05;4014;02;False;0210101;True;0;6;2;2;1;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;0
divida_ativa;81659221000178;81659221;GO;3763424;soja;98580.6;14326.39;1;-13808.98;False;True;299;20808.49;05;2240;02;False;0113000;True;1;5;1;0;0;0;0.0;False;0.0;2844536.11;3158;900.74;4170.84;;3496.6;-0.1391;1857.33;;;;;2;39420.88;891;1;0
limpo;78574830000110;78574830;MT;3047606;soja;0.0;0.0;0;0.0;False;False;396;79834.94;03;2054;02;False;0210101;True;2;1;1;0;0;0;0.0;False;0.0;3490150.22;1814;1924.01;3376.09;;;;;;;;;;;;;0
passivo_ambiental_auto;95065651000176;95065651;RS;5323473;soja;0.0;0.0;0;0.0;False;False;207;401480.72;03;2054;02;False;0113000;True;2;2;2;0;0;6;552.19;False;0.0;5770153.78;3796;1520.06;6107.33;;4184.9;0.3046;1406.53;1150.1;-0.4716;32;0.0109;;;;;0
limpo;67513345000110;67513345;PR;4374686;soja;0.0;0.0;0;0.0;False;False;344;2267.34;01;2135;02;False;0210101;True;0;5;0;0;0;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;19781894000122;19781894;RS;4372021;soja;0.0;0.0;0;0.0;False;False;523;460535.64;01;2054;02;False;0220901;True;0;2;0;0;0;0;0.0;False;0.0;4702656.59;2724;1726.38;4444.47;;2871.3;-0.1436;6684.69;1363.1;-0.0476;4;-0.0304;;;;;0
limpo;54434998000161;54434998;SP;4469177;soja;0.0;0.0;0;0.0;False;False;15;670772.72;01;4014;02;False;0311601;True;0;1;2;2;1;0;0.0;False;0.0;;;;;;;;;;;;;;;;;0
limpo;82509424000140;82509424;PR;4374686;soja;0.0;0.0;0;0.0;False;False;526;571705.85;03;2054;02;False;0115600;True;0;4;2;1;0;14;283408.18;False;0.0;;;;;;;;;;;;;;;;;0
limpo;94145533000105;94145533;MA;1849363;soja;0.0;0.0;0;0.0;False;False;112;124623.54;01;4014;02;False;0121101;True;0;2;0;0;0;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
limpo;54522084000152;54522084;TO;2782512;soja;84567.06;19251.32;5;2207.73;False;True;329;17424.31;01;2054;02;False;0111301;True;0;2;0;0;0;0;0.0;False;0.0;;;;;;2863.3;-0.1129;5150.27;910.7;0.2631;25;0.1329;;;;;0
limpo;19742790000109;19742790;MT;1342092;soja;0.0;0.0;0;0.0;False;False;94;76586.14;03;2054;02;False;0115600;True;0;4;1;0;0;0;0.0;False;0.0;722846.84;2362;306.03;1988.84;;3594.8;0.0837;14558.01;663.4;-0.0379;31;0.4066;;;;;0
limpo;95100169000120;95100169;MA;1849363;soja;0.0;0.0;0;0.0;False;False;17;12728643.09;05;4014;02;False;0113000;True;0;1;2;2;1;0;0.0;False;0.0;1890436.06;790;2392.96;3254.5;;2951.6;0.2319;11567.52;1244.5;-0.2244;14;0.2749;;;;;0
limpo;56150987000185;56150987;TO;2599733;soja;0.0;0.0;0;0.0;False;False;264;271755.01;05;2062;02;False;0220901;True;0;2;2;1;0;0;0.0;False;0.0;1134944.18;1648;688.68;2399.35;;3673.1;0.0845;644740.4;;;;;;;;;0
